x, y, z
-0.484442, -0.804729, 0.343115
-0.843912, -0.523491, -0.117349
-0.262866, -0.638197, -0.723607
0.707107, -0.316228, 0.632456
0.266405, 0.506732, 0.819909
0.924305, 0.0763391, 0.373943
-0.237086, 0.964375, 0.117349
0.963861, -0.226617, 0.140057
0.131655, 0.181208, 0.974592
0.296005, 0.919948, 0.257056
-0.646578, -0.210086, 0.733349
-0.647412, -0.753039, 0.11743
0.688191, -0.0527865, 0.723607
0.646578, -0.749881, -0.140057
-0.220117, 0.891876, -0.395103
-0.1312, 0.866811, 0.481067
0.525731, -0.447214, -0.723607
-0.525731, -0.447214, -0.723607
-0.46843, -0.0122828, -0.883415
0.5, -0.688191, -0.525731
0.262866, 0.638197, 0.723607
-0.912983, -0.383206, 0.140057
-0.1312, 0.0426296, 0.990439
-0.137952, 0.842518, -0.520705
0.237086, 0.326321, -0.915043
-0.702046, 0.228109, 0.674609
-0.484442, -0.804729, 0.343115
0.309017, 0.425325, -0.850651
-0.0822423, 0.770218, -0.632456
-0.606825, 0.600525, 0.520705
-9.4008e-08, -0.447214, 0.894427
-0.525731, -0.723607, 0.447214
-0.213023, -0.902656, -0.373943
0.0811419, 0.989761, 0.11743
0.966393, -0.228682, -0.11743
-0.425325, 0.861803, 0.276393
-0.358229, -0.717045, 0.597928
0.850651, 0.276393, 0.447214
0.45399, -0.891007, 0
-0.46843, -0.0122828, -0.883415
0.915043, 0.212056, 0.343115
0.606825, 0.600525, 0.520705
0.916244, 0.383023, 0.11743
-0.132792, -0.695305, -0.70634
0.758652, 0.391553, -0.520705
-0.0823237, -0.986715, 0.140057
0.564254, 0.776629, 0.280114
-0.133071, 0.589218, 0.79694
-4.52916e-08, -0.223985, 0.974592
-0.840178, 0.359465, -0.406061
-0.587785, 0.809017, 0
0.758652, 0.391553, -0.520705
0.220117, -0.75225, 0.621023
-0.891007, -0.203031, 0.406061
0.951056, 0.309017, 0
-0.850651, -0.276393, -0.447214
-0.707107, 0.316228, -0.632456
-0.850651, 0.447214, -0.276393
0.864929, -0.14308, -0.481067
-0.963861, -0.226617, 0.140057
-0.62024, -0.479201, -0.621023
-0.425325, -0.138197, 0.894427
-0.259892, -0.084444, -0.961938
0.69378, -0.68164, 0.232454
0.45399, 0.39847, -0.79694
-0.358229, 0.855476, -0.373943
0.780204, -0.484949, 0.395103
-0.484442, 0.804729, -0.343115
1.02659e-07, 0.738175, 0.674609
-0.309017, -0.951056, 0
-0.1312, 0.0426296, 0.990439
0.346153, -0.850924, -0.395103
-0.264083, -0.225432, -0.937785
0.924305, 0.300325, 0.235512
0.425325, -0.138197, 0.894427
-0.133071, -0.589218, -0.79694
0.707107, -0.707107, 0
-0.516122, 0.48446, -0.70634
0.16246, 0.947214, -0.276393
0.783452, 0.565796, 0.257056
-0.864929, -0.14308, -0.481067
-0.864929, 0.14308, 0.481067
0.601501, -0.0555202, -0.79694
0.69378, 0.68164, -0.232454
0.386187, -0.265399, -0.883415
-0.864929, 0.366292, 0.343115
-0.646578, 0.749881, 0.140057
0.601501, -0.687976, -0.406061
0.862669, -0.0070314, -0.505721
-0.296005, 0.919948, 0.257056
0.707107, 0.707107, 0
-0.433888, 0.870463, -0.232454
0.987688, -0.156435, 0
0.425325, 0.861803, 0.276393
-0.963861, -0.226617, 0.140057
-0.399607, -0.550012, -0.733349
0.587785, -0.361804, 0.723607
-0.924305, -0.300325, -0.235512
-0.484442, -0.666777, 0.566326
0.963861, -0.226617, 0.140057
-0.237086, 0.326321, -0.915043
0.301259, -0.640567, 0.70634
-0.296005, -0.919948, -0.257056
0.133071, -0.449299, -0.883415
-0.702907, -0.605052, 0.373943
-0.213023, 0.902656, 0.373943
-0.433889, -0.597196, 0.674609
0.383614, -0.124644, -0.915043
0.850651, 0.276393, 0.447214
-0.237086, -0.964375, -0.117349
-0.688191, 0.0527864, -0.723607
-0.601501, 0.687976, 0.406061
-0.371748, 0.917729, 0.139919
-0.519258, 0.574779, 0.632456
-0.156434, 0.987688, 0
0.213023, 0.0692153, -0.974592
0.850651, 0.447214, -0.276393
0.702046, 0.228109, 0.674609
-0.156434, 0.441708, -0.883415
-0.309017, -0.951056, 0
0.371748, -0.285273, 0.883415
0.266405, -0.506732, -0.819909
-0.386187, 0.265399, 0.883415
0.587785, -0.809017, 0
0.259892, -0.084444, -0.961938
-0.891007, -0.45399, 0
0.309017, 0.425325, -0.850651
-0.783452, -0.0231141, 0.621023
0.238677, -0.554905, 0.79694
0.961938, 0.143665, 0.232454
7.31139e-08, 0.525731, 0.850651
-0.16246, 0.67082, -0.723607
0.951057, 0.138197, -0.276393
0.386187, 0.671461, 0.632456
-0.45399, 0.891007, 0
0.16246, -0.67082, 0.723607
0.862669, -0.449186, -0.232454
-0.399607, 0.409955, 0.819909
-0.862669, 0.00703152, 0.505721
9.82826e-09, -0.824181, -0.566326
0.891006, 0.203031, -0.406061
0.519258, -0.308637, -0.79694
-0.266405, -0.506732, -0.819909
-9.4008e-08, -0.447214, 0.894427
0.5, -0.16246, -0.850651
-0.792649, -0.481533, -0.373943
0.912982, -0.296646, 0.280115
-0.862669, 0.00703152, 0.505721
0.383614, -0.124644, -0.915043
-0.266405, 0.506732, 0.819909
-0.160622, 0.959253, 0.232454
0.220117, 0.75225, -0.621023
-0.693781, -0.68164, 0.232454
-0.587785, 0.361803, -0.723607
-0.0810863, -0.935787, -0.343115
-0.864929, 0.14308, 0.481067
-0.301259, 0.91824, -0.257056
0.266405, 0.506732, 0.819909
-0.433888, 0.597196, -0.674609
-0.371748, 0.917729, 0.139919
-0.564254, 0.776629, 0.280114
0.525731, 0.723607, -0.447214
0.213023, 0.902656, 0.373943
0.519258, -0.574779, -0.632456
-0.646578, 0.210086, -0.733349
0.156434, -0.441708, 0.883415
0.0823236, 0.566543, -0.819909
-0.707107, 0.707107, 0
-0.647412, -0.753039, 0.11743
0.513375, -0.846658, -0.140057
-0.963861, 0.226617, -0.140057
-0.843912, -0.129152, 0.520704
0.156435, 0.987688, 0
0.0810864, 0.935787, 0.343115
0.264083, -0.225432, -0.937785
0.606825, 0.197169, 0.769992
0.262866, 0.638197, 0.723607
-0.403355, 0.778383, -0.481067
0.133071, -0.589218, -0.79694
-0.0810863, 0.111606, -0.990439
0.238677, 0.960966, -0.139919
-0.0823237, -0.986715, 0.140057
-0.1312, 0.866811, 0.481067
-0.615642, 0.624147, -0.481067
-0.688191, -0.67082, -0.276393
-0.0811418, 0.337602, -0.937785
0.156435, 0.987688, 0
0.237086, -0.964375, -0.117349
0.160622, -0.959253, -0.232454
0.238677, 0.554905, -0.79694
0.702046, 0.501375, 0.505721
0.783843, 0.254686, 0.566326
0.213023, 0.0692153, -0.974592
-0.266405, -0.506732, -0.819909
0.646578, 0.749881, 0.140057
-0.425325, -0.861803, -0.276393
-0.237086, 0.326321, -0.915043
-0.707107, -0.707107, 0
-0.237086, -0.964375, -0.117349
-0.220117, 0.891876, -0.395103
0.601501, 0.687976, 0.406061
0.264083, -0.737964, -0.621023
0.758652, 0.64084, -0.117349
-0.433889, -0.870463, 0.232454
3.80034e-08, 0.273266, 0.961938
0.237086, -0.326321, 0.915043
-0.5, 0.688191, 0.525731
0.843911, -0.523491, -0.117349
0.809017, -0.587785, 0
0.301259, -0.91824, 0.257056
0.259892, 0.822619, 0.505721
-0.259892, 0.084444, 0.961938
0.513375, 0.253366, -0.819909
0.425325, 0.138197, -0.894427
0.587785, -0.361804, 0.723607
0.912982, -0.296646, 0.280115
0.961938, 0.143665, 0.232454
0.688191, -0.67082, -0.276393
0.891006, -0.203031, 0.406061
3.80034e-08, 0.273266, 0.961938
0.516122, -0.484461, 0.70634
-0.564254, 0.0967772, -0.819909
-0.484442, -0.666777, 0.566326
7.31139e-08, 0.525731, 0.850651
-0.301259, 0.91824, -0.257056
0.309017, 0.425325, -0.850651
0.916244, 0.383023, 0.11743
-0.358229, 0.855476, -0.373943
0, 0, 1
-0.843911, 0.523491, 0.117349
0.961938, -0.143665, -0.232454
-0.220117, 0.75225, -0.621023
1.20777e-07, 0.971871, 0.235512
0.213023, -0.0692154, 0.974592
-0.707107, -0.707107, 0
-0.516122, -0.48446, 0.70634
-0.264083, 0.225432, 0.937785
-0.273266, 0.818274, -0.505721
0.1312, 0.866811, 0.481067
-0.987688, 0.0699596, -0.139919
0.519258, -0.308637, -0.79694
0.758652, 0.64084, -0.117349
1.64506e-09, -0.137952, -0.990439
-0.425325, -0.861803, -0.276393
0.840178, 0.52395, -0.139919
-0.780204, -0.570266, 0.257056
-0.301259, 0.91824, -0.257056
0.433888, -0.597196, 0.674609
0.220117, -0.75225, 0.621023
-0.425325, 0.861803, 0.276393
-0.5, -0.688191, -0.525731
0.564254, 0.0967772, -0.819909
0.296005, -0.181495, 0.937785
-0.850651, 0.276393, 0.447214
-0.383614, -0.762697, -0.520705
9.82826e-09, -0.824181, -0.566326
0.264083, 0.737964, 0.621023
0.160622, -0.221077, 0.961938
-0.301259, -0.91824, 0.257056
3.04525e-08, 0.403355, 0.915043
0.916244, 0.0662611, -0.395103
0.809017, -0.262866, 0.525731
0.757936, 0.637147, 0.139919
-0.915043, -0.212056, -0.343115
-0.758652, 0.64084, -0.117349
-0.273267, -0.818274, 0.505721
-0.915043, 0.212056, 0.343115
0.864929, 0.366292, 0.343115
0.843911, 0.129152, -0.520705
6.75274e-08, 0.894427, 0.447214
0.525731, -0.723607, 0.447214
-0.688191, 0.67082, 0.276393
0.0823237, 0.986715, -0.140057
-0.0823237, -0.986715, 0.140057
1.04151e-08, 0.137952, 0.990439
-0.484442, -0.666777, 0.566326
0.519258, -0.308637, -0.79694
0.647412, -0.441802, 0.621023
0.757936, 0.637147, 0.139919
-0.5, 0.16246, 0.850651
0.924305, -0.0763392, -0.373943
-1.43467e-07, -0.679852, 0.733349
0.160622, 0.959253, 0.232454
0.516122, -0.484461, 0.70634
-0.46843, -0.0122828, -0.883415
-0.966393, 0.00276239, 0.257056
0.132792, -0.695305, -0.70634
-0.587785, -0.361803, 0.723607
-0.912982, 0.296646, -0.280115
-1.75174e-07, -0.850651, 0.525731
0.783452, -0.565797, -0.257056
-0.259892, 0.822619, 0.505721
0.987688, 0.156434, 0
8.87347e-08, 0.638054, 0.769992
-0.516122, -0.848427, 0.11743
0.912982, -0.296646, 0.280115
0.346153, 0.0271544, -0.937785
-0.425325, 0.861803, 0.276393
0.238677, 0.554905, -0.79694
0.1312, -0.866811, -0.481067
0.5, -0.688191, -0.525731
-0.296005, -0.919948, -0.257056
-0.484442, 0.666777, -0.566326
-0.259892, 0.084444, 0.961938
-0.516122, -0.848427, 0.11743
0.615642, 0.709406, -0.343115
-0.0811417, 0.989761, 0.11743
0.963861, -0.226617, 0.140057
0.646578, -0.210086, 0.733349
0.132793, 0.32082, 0.937785
0.963861, -0.226617, 0.140057
-0.571252, 0.78626, -0.235512
-0.296005, -0.919948, -0.257056
-0.383614, 0.762697, 0.520705
0.358229, -0.717045, 0.597928
0.516122, -0.484461, 0.70634
-0.433888, 0.870463, -0.232454
-0.783843, 0.392638, 0.481067
1.04151e-08, 0.137952, 0.990439
-0.688191, -0.0527863, 0.723607
0.987688, 0.156434, 0
0.375038, -0.919552, 0.117349
0.69378, 0.512752, -0.505721
-0.1312, 0.866811, 0.481067
-0.916244, 0.0662611, -0.395103
0.966393, 0.00276223, 0.257056
0.809017, 0.262866, -0.525731
0.133071, 0.449299, 0.883415
0.264083, -0.225432, -0.937785
0.425325, -0.861803, -0.276393
-0.137952, -0.842518, 0.520705
0.916244, 0.0662611, -0.395103
-0.262866, 0.361803, 0.894427
0.383614, -0.124644, -0.915043
-0.951056, -0.138197, 0.276393
-0.131655, -0.181208, -0.974592
-0.757936, -0.637147, -0.139919
-0.783452, 0.565797, 0.257056
-0.156435, -0.987688, 0
0.809017, -0.587785, 0
-0.702046, -0.501375, -0.505721
-0.966393, 0.00276239, 0.257056
-0.707107, -0.316228, 0.632456
-0.0810863, -0.935787, -0.343115
-0.0810862, 0.111606, -0.990439
0.273267, 0.818274, -0.505721
-0.780204, -0.484948, 0.395103
-0.809017, 0.587785, 0
0.809017, 0.262866, -0.525731
0.647412, -0.441802, 0.621023
0.346153, -0.850924, -0.395103
-0.564254, 0.0967772, -0.819909
0.987688, 0.0699596, -0.139919
0.606825, 0.600525, 0.520705
0.484442, 0.666777, -0.566326
-0.601501, -0.687976, -0.406061
-0.425325, 0.138197, -0.894427
0.237086, -0.964375, -0.117349
0.809017, -0.587785, 0
0.262866, 0.361803, 0.894427
-0.990439, 0.0725258, 0.117349
0.358229, 0.717045, -0.597928
-0.891007, -0.203031, 0.406061
0.809017, -0.587785, 0
-0.358229, -0.717045, 0.597928
0.346153, 0.850924, 0.395103
1.1462e-07, 0.824181, 0.566326
-0.783452, -0.0231141, 0.621023
-0.70231, -0.592161, -0.395103
-0.262866, -0.638197, -0.723607
0.0823237, 0.986715, -0.140057
-0.346153, -0.0271543, 0.937785
1.28365e-07, 0.959967, -0.280114
-0.262866, -0.361803, -0.894427
-0.425325, -0.861803, -0.276393
0.758652, 0.64084, -0.117349
-0.296005, 0.181495, -0.937785
-0.571252, -0.562275, 0.597928
0.966393, 0.228682, 0.11743
-0.453991, -0.891006, 0
-0.0810862, 0.935787, 0.343115
-0.615642, -0.624147, 0.481067
0.238677, 0.960966, -0.139919
-0.571252, -0.78626, 0.235512
-0.0822423, 0.910138, -0.406061
0.399607, -0.409955, -0.819909
-0.62024, 0.479201, 0.621023
-0.16246, -0.67082, 0.723607
-0.587785, 0.361803, -0.723607
4.81717e-08, 0.638054, 0.769992
0.792649, 0.119117, 0.597929
-0.809017, -0.587785, 0
0.711282, -0.36954, -0.597928
-0.259892, -0.084444, -0.961938
0.702046, -0.228109, -0.674609
0.702046, -0.228109, -0.674609
0.601501, 0.0555202, 0.79694
-0.840178, -0.359465, 0.406061
-0.850651, -0.447213, 0.276393
0.963861, -0.226617, 0.140057
0.213023, -0.902656, -0.373943
-0.707107, 0.316228, -0.632456
-0.16246, -0.947214, 0.276393
0.601501, 0.0555202, 0.79694
-0.647412, -0.753039, 0.11743
0.0823235, -0.566543, 0.819909
-0.156434, 0.987688, 0
0.916244, 0.0662611, -0.395103
-0.564254, -0.776629, -0.280114
0.375038, -0.516196, 0.769992
0.688191, -0.0527865, 0.723607
7.60871e-09, -0.638054, -0.769992
-0.262866, 0.361803, 0.894427
-0.966393, 0.00276239, 0.257056
0.987688, -0.0699597, 0.139919
-0.131655, 0.181208, 0.974592
-0.702046, 0.501375, 0.505721
-0.864929, -0.14308, -0.481067
0.702907, 0.605052, -0.373943
-0.916244, 0.383023, 0.11743
0.0822423, -0.910138, 0.406061
-0.383614, 0.124644, 0.915043
0.513375, 0.253366, -0.819909
0.809017, -0.262866, 0.525731
0.453991, 0.891006, 0
-0.296005, 0.181495, -0.937785
0.987688, -0.156435, 0
1.25344e-07, 1, 0
-0.137952, 0.842518, -0.520705
0.513375, -0.846658, -0.140057
-0.525731, 0.447214, 0.723607
-0.213023, 0.0692153, -0.974592
-0.850651, 0.276393, 0.447214
-0.587785, 0.809017, 0
0.780204, 0.570266, -0.257056
0.615642, 0.709406, -0.343115
-0.0822426, -0.910138, 0.406061
-0.564254, 0.0967772, -0.819909
0.0822425, 0.770218, -0.632456
0.688191, -0.67082, -0.276393
-0.1312, 0.866811, 0.481067
0.213023, 0.902656, 0.373943
0.0810863, 0.111606, -0.990439
-0.264083, 0.737964, 0.621023
0.399607, -0.409955, -0.819909
0.843912, 0.523491, 0.117349
0.647412, 0.753039, -0.11743
0.783843, 0.254686, 0.566326
0.0822425, 0.910138, -0.406061
0.702046, -0.501375, -0.505721
-0.924305, -0.0763392, -0.373943
-0.862669, -0.00703143, -0.505721
0.564254, -0.0967773, 0.819909
-0.783452, -0.565796, -0.257056
0.301259, -0.640567, 0.70634
0.262866, -0.638197, -0.723607
0.156434, -0.441708, 0.883415
-0.309017, 0.951057, 0
-0.346153, -0.0271543, 0.937785
-0.516122, 0.848427, -0.11743
-0.951057, 0.138197, -0.276393
-0.606825, 0.197169, 0.769992
0.237086, 0.964375, 0.117349
-0.757935, 0.159793, -0.632456
0.587785, -0.361804, 0.723607
-0.587785, -0.809017, 0
0.0822425, 0.770218, -0.632456
-0.711282, 0.36954, 0.597928
0.571252, 0.562275, -0.597928
0.513375, -0.253366, 0.819909
0.16246, 0.67082, -0.723607
-0.5, 0.688191, 0.525731
0.70231, -0.592161, -0.395103
-0.915043, -0.212056, -0.343115
-0.132792, 0.695305, 0.70634
0.433888, -0.870463, 0.232454
-0.375039, -0.919552, 0.117349
-0.891006, 0.453991, 0
0.264083, 0.225432, 0.937785
-0.16246, 0.947214, -0.276393
0.840178, 0.359465, -0.406061
0.647412, 0.441802, -0.621023
-0.924305, 0.0763393, 0.373943
0.0811419, 0.337602, -0.937785
-0.131655, -0.790663, -0.597928
-0.966393, -0.0027623, -0.257056
-0.160622, -0.221077, 0.961938
0.0810863, -0.935787, -0.343115
-0.309017, -0.425325, 0.850651
-0.792649, 0.119117, 0.597928
0.399607, -0.409955, -0.819909
-0.5, 0.688191, 0.525731
-0.647412, 0.753039, -0.11743
0.137952, 0.842518, -0.520704
-0.62024, 0.479201, 0.621023
-0.425325, 0.138197, -0.894427
-0.484442, -0.666777, 0.566326
-0.843912, -0.129152, 0.520704
-0.987688, -0.156434, 0
-0.757936, -0.159793, 0.632456
0.132792, -0.32082, -0.937785
-0.711282, 0.36954, 0.597928
-0.961938, 0.143665, 0.232454
-0.850651, 0.447214, -0.276393
0.70231, 0.0885679, 0.70634
0.601501, -0.0555202, -0.79694
0.262866, 0.361803, 0.894427
0.780204, -0.570266, 0.257056
0.259892, 0.822619, 0.505721
-0.843911, 0.129152, -0.520705
-0.519258, -0.574779, -0.632456
-0.238677, -0.960966, 0.139919
-0.358229, -0.855476, 0.373943
-0.296005, 0.919948, 0.257056
0.792649, 0.481533, 0.373943
0.375038, -0.516196, 0.769992
0.783843, -0.392638, -0.481067
0.519258, 0.308636, 0.79694
-0.783452, -0.0231141, 0.621023
-0.758652, -0.64084, 0.117349
0.987688, -0.0699597, 0.139919
0.990439, 0.0725257, 0.117349
-0.273267, -0.818274, 0.505721
0.46843, 0.784658, 0.406061
0.160622, -0.959253, -0.232454
0.259892, -0.822619, -0.505721
0.966393, -0.228682, -0.11743
0.237086, -0.326321, 0.915043
-0.606825, -0.197169, -0.769992
0.966393, -0.00276233, -0.257056
-0.213023, -0.0692153, 0.974592
-0.864929, -0.366292, -0.343115
-0.780204, -0.484948, 0.395103
-0.924305, 0.300325, 0.235512
0.425325, -0.138197, 0.894427
0.519259, 0.574779, 0.632456
0.780204, 0.570266, -0.257056
0.647412, -0.753039, 0.11743
-0.0822426, -0.770218, 0.632456
-0.346153, 0.0271544, -0.937785
0.688191, 0.0527865, -0.723607
-0.238677, -0.960966, 0.139919
-0.783452, -0.0231141, 0.621023
-0.843912, -0.129152, 0.520704
0.238677, 0.960966, -0.139919
0.0811418, -0.337602, 0.937785
-0.707107, 0.707107, 0
-0.399607, -0.409955, -0.819909
-0.62024, -0.341154, -0.70634
-0.213023, -0.0692153, 0.974592
0.702907, -0.605052, 0.373943
-0.951057, 0.309017, 0
0.783452, -0.0231143, 0.621023
-0.386187, -0.671461, -0.632456
0.425325, 0.861803, 0.276393
-0.0811417, 0.989761, 0.11743
-0.564254, 0.776629, 0.280114
0.238677, 0.554905, -0.79694
0.259892, -0.822619, -0.505721
0.809017, 0.587785, 0
0.237086, 0.326321, -0.915043
-0.780204, -0.570266, 0.257056
-0.525731, 0.723607, -0.447214
0.273266, -0.818274, 0.505721
-0.309017, -0.425325, 0.850651
0.70231, -0.088568, -0.70634
-0.516122, -0.48446, 0.70634
-0.693781, -0.512752, 0.505721
-0.702907, -0.605052, 0.373943
0.688191, 0.67082, 0.276393
0.924305, -0.300325, -0.235512
-0.371748, 0.917729, 0.139919
0.912982, 0.383206, -0.140057
-0.916244, 0.383023, 0.11743
0.864929, -0.366292, -0.343115
-0.383614, -0.762697, -0.520705
-0.757936, -0.159793, 0.632456
0.133071, -0.449299, -0.883415
0.792649, 0.481533, 0.373943
1.25344e-07, 1, 0
0.862669, 0.00703131, 0.505721
-0.0822423, 0.770218, -0.632456
-0.864929, 0.14308, 0.481067
0.433888, 0.870463, -0.232454
0.137952, 0.842518, -0.520704
-0.840178, 0.52395, -0.139919
-0.891007, -0.45399, 0
6.26928e-09, -0.525731, -0.850651
0.484442, 0.666777, -0.566326
0.513375, 0.253366, -0.819909
0.615642, -0.709406, 0.343115
0.371748, 0.285273, -0.883415
-0.1312, -0.866811, -0.481067
7.60871e-09, -0.638054, -0.769992
-0.131655, -0.790663, -0.597928
0.371748, 0.917729, 0.139919
-0.237086, -0.964375, -0.117349
0.571252, -0.562275, 0.597928
0.647412, 0.753039, -0.11743
0.647412, 0.753039, -0.11743
0.358229, 0.717045, -0.597928
-0.783843, 0.254686, 0.566326
0.69378, 0.68164, -0.232454
0.792649, 0.119117, 0.597929
0.951057, -0.138197, 0.276393
0.780204, 0.570266, -0.257056
-0.780204, 0.484949, -0.395103
0.840178, -0.52395, 0.139919
-0.783843, 0.254686, 0.566326
0.425325, -0.861803, -0.276393
0.213023, 0.902656, 0.373943
-0.961938, 0.143665, 0.232454
0.792649, -0.481533, -0.373943
-0.850651, 0.276393, 0.447214
6.26928e-09, -0.525731, -0.850651
-0.160622, -0.959253, -0.232454
-0.386187, -0.265399, -0.883415
0.237086, 0.964375, 0.117349
0.62024, -0.479201, -0.621023
0.399607, 0.550012, 0.733349
-0.0810862, 0.935787, 0.343115
-0.646578, 0.749881, 0.140057
-0.371748, -0.917729, -0.139919
0.688191, 0.0527865, -0.723607
0.513375, -0.253366, 0.819909
0.647412, 0.441802, -0.621023
0.758652, -0.64084, 0.117349
0.840178, 0.52395, -0.139919
-0.792649, -0.481533, -0.373943
-0.843911, 0.523491, 0.117349
0.966393, -0.228682, -0.11743
0, 0, -1
0.525731, -0.447214, -0.723607
-0.951056, -0.309017, 0
0.758652, 0.391553, -0.520705
0.264083, 0.225432, 0.937785
-0.0810863, -0.935787, -0.343115
0.615642, 0.624147, -0.481067
-0.264083, 0.225432, 0.937785
0.987688, 0.0699596, -0.139919
0.912982, -0.383206, 0.140057
-0.62024, 0.479201, 0.621023
0.646578, 0.210086, -0.733349
-0.780204, 0.484949, -0.395103
0.0810864, 0.935787, 0.343115
0.862669, 0.00703131, 0.505721
0.296005, 0.181495, -0.937785
-0.346153, 0.0271544, -0.937785
4.81717e-08, 0.638054, 0.769992
-0.513375, 0.846658, 0.140057
-9.4008e-08, -0.447214, 0.894427
-0.564254, -0.776629, -0.280114
0.433888, -0.597196, 0.674609
-0.133071, -0.589218, -0.79694
-0.133071, 0.449299, 0.883415
-0.69378, 0.512752, -0.505721
0.0810864, 0.935787, 0.343115
0.0811419, 0.337602, -0.937785
-0.296005, 0.919948, 0.257056
0.809017, -0.262866, 0.525731
-0.966393, 0.00276239, 0.257056
-0.346153, -0.850924, -0.395103
0.707107, 0.316228, -0.632456
0.513375, 0.846658, 0.140057
0.758652, 0.391553, -0.520705
0.259892, -0.084444, -0.961938
0.262866, 0.361803, 0.894427
-0.237086, 0.326321, -0.915043
-0.131655, 0.790663, 0.597928
6.26928e-09, -0.525731, -0.850651
-0.266405, 0.506732, 0.819909
-0.601501, 0.0555203, 0.79694
0.70231, 0.592161, 0.395103
-0.688191, 0.0527864, -0.723607
-0.987688, -0.156434, 0
-0.296005, -0.181495, 0.937785
0.69378, -0.68164, 0.232454
0.0811418, -0.337602, 0.937785
-0.912983, -0.296646, 0.280114
-1, 3.50347e-08, 0
-0.783843, -0.254686, -0.566326
0.264083, 0.737964, 0.621023
0.711282, 0.36954, 0.597928
-0.0811419, -0.989761, -0.11743
-0.864929, 0.14308, 0.481067
0.916244, 0.0662611, -0.395103
0.966393, -0.00276233, -0.257056
0.0822423, -0.770218, 0.632456
0.0810863, -0.111606, 0.990439
0.646578, -0.749881, -0.140057
-0.780204, 0.570266, -0.257056
0.1312, 0.866811, 0.481067
0.688191, 0.67082, 0.276393
-0.425325, 0.138197, -0.894427
0.783452, 0.565796, 0.257056
-0.525731, -0.723607, 0.447214
0.266405, 0.506732, 0.819909
-0.358229, 0.855476, -0.373943
0.601501, -0.0555202, -0.79694
0.70231, -0.592161, -0.395103
0.966393, 0.00276223, 0.257056
-0.783843, 0.392638, 0.481067
0.358229, -0.717045, 0.597928
0.702046, 0.501375, 0.505721
0.346153, -0.0271544, 0.937785
-0.564254, -0.0967771, 0.819909
-0.966393, 0.228682, 0.11743
-0.264083, 0.737964, 0.621023
-0.693781, -0.68164, 0.232454
-0.564254, -0.0967771, 0.819909
-5.28401e-08, -0.971871, -0.235512
-0.615642, 0.709406, -0.343115
-0.783452, 0.565797, 0.257056
-0.0823237, -0.986715, 0.140057
0.16246, -0.67082, 0.723607
0.783843, 0.254686, 0.566326
-0.46843, -0.784658, -0.406061
0.564254, -0.776629, -0.280114
-0.273267, -0.818274, 0.505721
-0.220117, -0.891876, 0.395103
-0.758652, -0.391553, 0.520704
0.862669, 0.449186, 0.232454
-0.386187, 0.265399, 0.883415
0.757936, 0.637147, 0.139919
-0.484442, -0.804729, 0.343115
-0.987688, 0.156434, 0
6.26928e-09, -0.525731, -0.850651
0.137952, -0.842518, 0.520705
-0.259892, 0.822619, 0.505721
-0.238677, -0.960966, 0.139919
-0.757935, 0.159793, -0.632456
0.783452, 0.565796, 0.257056
0.5, 0.16246, 0.850651
0.238677, 0.554905, -0.79694
0.792649, -0.119117, -0.597928
0.238677, 0.960966, -0.139919
0.399607, -0.550012, -0.733349
0.1312, 0.866811, 0.481067
-0.951057, 0.138197, -0.276393
0.571252, 0.562275, -0.597928
0.951057, 0.138197, -0.276393
0.864929, -0.366292, -0.343115
-0.70231, -0.088568, -0.70634
-0.707107, 0.707107, 0
0.213023, -0.0692154, 0.974592
-0.891006, 0.453991, 0
0.399607, 0.550012, 0.733349
0.69378, 0.68164, -0.232454
0.646578, 0.210086, -0.733349
3.25867e-09, -0.273266, -0.961938
-0.780204, 0.484949, -0.395103
-0.301259, 0.91824, -0.257056
0.916244, 0.0662611, -0.395103
-0.220117, 0.75225, -0.621023
0.912982, -0.296646, 0.280115
-1.75174e-07, -0.850651, 0.525731
-0.780204, 0.484949, -0.395103
0.301259, 0.91824, -0.257056
-1, 3.50347e-08, 0
-0.647412, -0.753039, 0.11743
-0.399607, 0.550012, 0.733349
-0.70231, 0.0885681, 0.70634
-0.966393, -0.228682, -0.11743
0.0811418, -0.989761, -0.11743
-0.924305, -0.300325, -0.235512
-0.132792, 0.32082, 0.937785
-0.843912, -0.129152, 0.520704
0.0811418, -0.337602, 0.937785
0.403355, 0.778382, -0.481067
-0.702046, -0.501375, -0.505721
0.850651, 0.276393, 0.447214
-0.383614, -0.124644, -0.915043
0.951056, 0.309017, 0
0.386187, 0.265399, 0.883415
0.5, 0.688191, 0.525731
0.346153, 0.850924, 0.395103
0.399607, 0.550012, 0.733349
0.601501, 0.687976, 0.406061
0.783843, 0.392638, 0.481067
0.453991, 0.891006, 0
0.615642, -0.624147, 0.481067
0.220117, 0.75225, -0.621023
-0.758652, -0.64084, 0.117349
0.137952, -0.842518, 0.520705
0.296005, 0.181495, -0.937785
0.987688, 0.0699596, -0.139919
0.912982, 0.296646, -0.280114
0.646578, 0.749881, 0.140057
-0.433888, 0.597196, -0.674609
-0.843912, -0.523491, -0.117349
-0.156435, -0.441708, 0.883415
-0.688191, 0.67082, 0.276393
0.131655, -0.181208, -0.974592
-0.296005, -0.181495, 0.937785
-0.0810863, -0.935787, -0.343115
0.346153, 0.0271544, -0.937785
-0.484441, 0.804729, -0.343115
